ObservationIdentifier,DateOfObservation,DutchName,ScientificName,Kingdom,QuantificationOfInvasion,QuantificationUnit,ValidationStatus,SamplingProtocol,CoordinateUncertainty,XLambert72,YLambert72,ID,ESRI_OID,Shape
Exo_1357,2021-05-19T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,102333.74730000,183557.23130000,1357,134,POINT (102333.74730000 183557.23130000)
Exo_1359,2021-05-20T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,127328.88930000,190501.91790000,1359,135,POINT (127328.88930000 190501.91790000)
Exo_1347,2021-05-19T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,102683.14940000,184105.11450000,1347,136,POINT (102683.14940000 184105.11450000)
Exo_1348,2021-05-19T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,102594.20670000,183923.87440000,1348,137,POINT (102594.20670000 183923.87440000)
Exo_1349,2021-05-19T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,102632.29950000,183935.77840000,1349,138,POINT (102632.29950000 183935.77840000)
Exo_1350,2021-05-19T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,102515.64030000,183787.21650000,1350,139,POINT (102515.64030000 183787.21650000)
Exo_1351,2021-05-19T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,102493.73700000,183789.12110000,1351,140,POINT (102493.73700000 183789.12110000)
Exo_1352,2021-05-19T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,102471.35750000,183799.59670000,1352,141,POINT (102471.35750000 183799.59670000)
Exo_1341,2021-05-19T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,102906.09460000,184110.32120000,1341,142,POINT (102906.09460000 184110.32120000)
Exo_1342,2021-05-19T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,102679.38040000,184112.96650000,1342,143,POINT (102679.38040000 184112.96650000)
Exo_1343,2021-05-19T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,102670.27210000,184111.39610000,1343,144,POINT (102670.27210000 184111.39610000)
Exo_1344,2021-05-19T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,102689.74500000,184118.30580000,1344,145,POINT (102689.74500000 184118.30580000)
Exo_1345,2021-05-19T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,102682.83530000,184117.04950000,1345,146,POINT (102682.83530000 184117.04950000)
Exo_1346,2021-05-19T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,102849.61140000,184095.37800000,1346,147,POINT (102849.61140000 184095.37800000)
Exo_1335,2021-05-19T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,102950.43090000,184227.29140000,1335,148,POINT (102950.43090000 184227.29140000)
Exo_1336,2021-05-19T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,102973.35870000,184204.99170000,1336,149,POINT (102973.35870000 184204.99170000)
Exo_1337,2021-05-19T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,103050.62220000,184185.83290000,1337,150,POINT (103050.62220000 184185.83290000)
Exo_1338,2021-05-19T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,102989.37680000,184021.56940000,1338,151,POINT (102989.37680000 184021.56940000)
Exo_1339,2021-05-19T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,102687.23240000,184109.82570000,1339,152,POINT (102687.23240000 184109.82570000)
Exo_1340,2021-05-19T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,102689.74500000,184112.96650000,1340,153,POINT (102689.74500000 184112.96650000)
Exo_1329,2021-05-19T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,102770.14930000,184287.28050000,1329,154,POINT (102770.14930000 184287.28050000)
Exo_1330,2021-05-19T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,102772.03380000,184311.15060000,1330,155,POINT (102772.03380000 184311.15060000)
Exo_1331,2021-05-19T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,102854.32260000,184319.31660000,1331,156,POINT (102854.32260000 184319.31660000)
Exo_1332,2021-05-19T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,102871.28290000,184323.71370000,1332,157,POINT (102871.28290000 184323.71370000)
Exo_1333,2021-05-19T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,102892.95440000,184291.67760000,1333,158,POINT (102892.95440000 184291.67760000)
Exo_1334,2021-05-19T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,102941.63670000,184234.20110000,1334,159,POINT (102941.63670000 184234.20110000)
Exo_1323,2021-05-19T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,102877.68000000,184111.87270000,1323,160,POINT (102877.68000000 184111.87270000)
Exo_1324,2021-05-19T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,102970.14490000,184198.92300000,1324,161,POINT (102970.14490000 184198.92300000)
Exo_1325,2021-05-19T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,102937.65720000,184231.82710000,1325,162,POINT (102937.65720000 184231.82710000)
Exo_1326,2021-05-19T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,102893.92380000,184283.47420000,1326,163,POINT (102893.92380000 184283.47420000)
Exo_1327,2021-05-19T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,102588.44210000,183884.95260000,1327,164,POINT (102588.44210000 183884.95260000)
Exo_1328,2021-05-19T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,102751.30460000,184290.10720000,1328,165,POINT (102751.30460000 184290.10720000)
Exo_1317,2021-05-19T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,102911.00070000,184041.06620000,1317,166,POINT (102911.00070000 184041.06620000)
Exo_1318,2021-05-19T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,102902.67050000,184078.96850000,1318,167,POINT (102902.67050000 184078.96850000)
Exo_1319,2021-05-19T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,102888.09270000,184092.71330000,1319,168,POINT (102888.09270000 184092.71330000)
Exo_1320,2021-05-19T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,102894.34030000,184106.04150000,1320,169,POINT (102894.34030000 184106.04150000)
Exo_1321,2021-05-19T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,102898.50540000,184113.95520000,1321,170,POINT (102898.50540000 184113.95520000)
Exo_1322,2021-05-19T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,102888.09270000,184120.20280000,1322,171,POINT (102888.09270000 184120.20280000)
Exo_1311,2021-05-19T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,102962.23120000,184008.57850000,1311,172,POINT (102962.23120000 184008.57850000)
Exo_1312,2021-05-19T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,102982.22360000,183974.00830000,1312,173,POINT (102982.22360000 183974.00830000)
Exo_1313,2021-05-19T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,102966.81280000,183980.25590000,1313,174,POINT (102966.81280000 183980.25590000)
Exo_1314,2021-05-19T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,102957.64960000,183994.41720000,1314,175,POINT (102957.64960000 183994.41720000)
Exo_1315,2021-05-19T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,102934.95400000,184001.97610000,1315,176,POINT (102934.95400000 184001.97610000)
Exo_1316,2021-05-19T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,102914.16540000,184064.58640000,1316,177,POINT (102914.16540000 184064.58640000)
Exo_1305,2021-05-18T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,95206.48090000,170220.88700000,1305,178,POINT (95206.48090000 170220.88700000)
Exo_1306,2021-05-19T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,97746.20510000,192184.80570000,1306,179,POINT (97746.20510000 192184.80570000)
Exo_1307,2021-05-19T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,103853.81820000,184833.85870000,1307,180,POINT (103853.81820000 184833.85870000)
Exo_1308,2021-05-19T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,103047.61550000,184185.17820000,1308,181,POINT (103047.61550000 184185.17820000)
Exo_1309,2021-05-19T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,103045.53300000,184178.93050000,1309,182,POINT (103045.53300000 184178.93050000)
Exo_1310,2021-05-19T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,102980.55760000,184008.99500000,1310,183,POINT (102980.55760000 184008.99500000)
Exo_1299,2021-05-18T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,94855.70070000,169948.45530000,1299,184,POINT (94855.70070000 169948.45530000)
Exo_1300,2021-05-18T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,94994.89120000,170120.04790000,1300,185,POINT (94994.89120000 170120.04790000)
Exo_1301,2021-05-18T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,95045.48540000,170156.05430000,1301,186,POINT (95045.48540000 170156.05430000)
Exo_1302,2021-05-18T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,95290.32070000,170213.62500000,1302,187,POINT (95290.32070000 170213.62500000)
Exo_1303,2021-05-18T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,95240.76020000,170228.73400000,1303,188,POINT (95240.76020000 170228.73400000)
Exo_1304,2021-05-18T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,95226.44270000,170225.70530000,1304,189,POINT (95226.44270000 170225.70530000)
Exo_1293,2021-05-18T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,95457.96570000,170276.52570000,1293,190,POINT (95457.96570000 170276.52570000)
Exo_1294,2021-05-18T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,95536.55090000,170196.44660000,1294,191,POINT (95536.55090000 170196.44660000)
Exo_1295,2021-05-18T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,95713.02470000,169927.88860000,1295,192,POINT (95713.02470000 169927.88860000)
Exo_1296,2021-05-18T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,95714.02970000,169924.62230000,1296,193,POINT (95714.02970000 169924.62230000)
Exo_1297,2021-05-18T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,95684.13060000,169904.77330000,1297,194,POINT (95684.13060000 169904.77330000)
Exo_1298,2021-05-18T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,95261.77440000,169724.12250000,1298,195,POINT (95261.77440000 169724.12250000)
Exo_1287,2021-05-18T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,95508.51850000,169818.23130000,1287,196,POINT (95508.51850000 169818.23130000)
Exo_1288,2021-05-18T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,95532.05040000,169833.64870000,1288,197,POINT (95532.05040000 169833.64870000)
Exo_1289,2021-05-18T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,95535.29620000,169841.76320000,1289,198,POINT (95535.29620000 169841.76320000)
Exo_1290,2021-05-18T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,95617.25220000,169875.03250000,1290,199,POINT (95617.25220000 169875.03250000)
Exo_1291,2021-05-18T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,95661.07030000,169896.13000000,1291,200,POINT (95661.07030000 169896.13000000)
Exo_1292,2021-05-18T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,95678.92210000,169906.67880000,1292,201,POINT (95678.92210000 169906.67880000)
Exo_1281,2021-05-18T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,95364.08110000,169746.82400000,1281,202,POINT (95364.08110000 169746.82400000)
Exo_1282,2021-05-18T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,95376.25280000,169759.80720000,1282,203,POINT (95376.25280000 169759.80720000)
Exo_1283,2021-05-18T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,95407.89920000,169768.73310000,1283,204,POINT (95407.89920000 169768.73310000)
Exo_1284,2021-05-18T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,95415.20220000,169778.47040000,1284,205,POINT (95415.20220000 169778.47040000)
Exo_1285,2021-05-18T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,95448.47150000,169795.51080000,1285,206,POINT (95448.47150000 169795.51080000)
Exo_1286,2021-05-18T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,95484.17510000,169806.87100000,1286,207,POINT (95484.17510000 169806.87100000)
Exo_1275,2021-05-18T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,95595.68240000,170146.14580000,1275,208,POINT (95595.68240000 170146.14580000)
Exo_1276,2021-05-18T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,95625.45660000,170081.84610000,1276,209,POINT (95625.45660000 170081.84610000)
Exo_1277,2021-05-18T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,95209.90650000,169661.62220000,1277,210,POINT (95209.90650000 169661.62220000)
Exo_1278,2021-05-18T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,95261.02750000,169698.13730000,1278,211,POINT (95261.02750000 169698.13730000)
Exo_1279,2021-05-18T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,95292.67390000,169726.53790000,1279,212,POINT (95292.67390000 169726.53790000)
Exo_1280,2021-05-18T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,95334.86910000,169735.46380000,1280,213,POINT (95334.86910000 169735.46380000)
Exo_1269,2021-05-18T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,95519.74220000,170231.11330000,1269,214,POINT (95519.74220000 170231.11330000)
Exo_1270,2021-05-18T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,95529.95730000,170209.33690000,1270,215,POINT (95529.95730000 170209.33690000)
Exo_1271,2021-05-18T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,95534.31260000,170202.52680000,1271,216,POINT (95534.31260000 170202.52680000)
Exo_1272,2021-05-18T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,95532.72880000,170204.42730000,1272,217,POINT (95532.72880000 170204.42730000)
Exo_1273,2021-05-18T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,95536.13390000,170198.40910000,1273,218,POINT (95536.13390000 170198.40910000)
Exo_1274,2021-05-18T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,95529.00710000,170212.18760000,1274,219,POINT (95529.00710000 170212.18760000)
